"Doc.ID","Text","Reference","Length"
189,"","w6Mnl",0
190,"","TCnok",0
191,"""You surprise me very much.  Colonel Brandon tell you of it!  Surely","w6Mnl",68
192,"""You know him then,"" said Mrs. Dashwood.","zxBDE",40
193,"""We did, indeed, particularly so when he first arrived.""","zxBDE",56
194,"","RjZAX",0
195,"driven me wild, pronounced with such impenetrable calmness, such","TCnok",64
196,"","3cYH2",0
197,"spoke, convincing Elinor, that whatever other unpardonable folly might","hpZAy",70
198,"her, though only nineteen, to be the counsellor of her mother, and","hpZAy",66
199,"think I have not done enough for them: even themselves, they can hardly","7Fxj5",71
200,"some measure, your sister Marianne.""","hpZAy",36
201,"","w6Mnl",0
202,"certainly will.  For my part, I think the less that is said about such","3cYH2",70
203,"""Many, many circumstances,"" said Elinor, solemnly.","TCnok",50
204,"be as much as possible with Charlotte, she went thither every morning as","RjZAX",72
205,"my coming of age, or even before, I believe, had added to my debts; and","hpZAy",71
206,"CHAPTER 5","3cYH2",9
207,"sober judgment she had determined on,--she found herself at nineteen,","w6Mnl",69
208,"at Cleveland; and almost fixing on the time when Marianne would be able","kh9bn",71
209,"long outlived every sensation of the kind.  It is too ridiculous!  When","RjZAX",71
210,"opinion of each other, as they advanced in each other's acquaintance,","TCnok",69
211,"door.  Amongst them were Sir John and Lady Middleton and Mrs. Jennings,","7Fxj5",71
212,"imagine.  The young ladies, as well as their mother, were perfectly","w6Mnl",67
213,"superior to strong esteem and lively friendship, voluntarily to give","i92We",68
214,"not in her mother's plan to keep any horse, that if she were to alter","RjZAX",69
215,"go on with her letter, and the frequent bursts of grief which still","RjZAX",67
216,"one side you look across the bowling-green, behind the house, to a","zxBDE",66
217,"A party was formed this evening for going on the following day to see a","RjZAX",71
218,"","TCnok",0
219,"reconciled myself to the expediency of it, were no better than","kh9bn",62
220,"""Had he been only in a violent fever, you would not have despised him","Jlacv",69
221,"attraction; but their being in love with two sisters, and two sisters","Jlacv",69
222,"""Perhaps,"" said Elinor, ""thirty-five and seventeen had better not have","RjZAX",70
223,"screams in the young lady on hearing it, gave them reason to hope that","zxBDE",70
224,"not try for him.  It is not to be supposed that any prior attachment on","i92We",71
225,"entered it.  He looked more than usually grave, and though expressing","RjZAX",69
226,"Combe, I believe; but if he were ever so much there, I do not think Mr.","w6Mnl",71
227,"""Ah! Elinor,"" said John, ""your reasoning is very good, but it is","3cYH2",64
228,"of such manners, seemed no otherwise intelligible; and with this","hpZAy",64
229,"","i92We",0
230,"a short time, on the answer it would be most proper to give.  The real","hpZAy",70
231,"","Jlacv",0
232,"tried to reason himself out of fears, which the different judgment of","3cYH2",69
233,"only happiness worth a wish.","kh9bn",28
234,"","7Fxj5",0
235,"Elinor was obliged, though unwillingly, to believe that the sentiments","zxBDE",70
236,"which had begun before your marriage?-- Beyond THAT, had you","kh9bn",60
237,"to Miss Dashwood.  He had abundantly earned the privilege of intimate","hpZAy",69
238,"Then, remembering Colonel Brandon, reproved herself, felt that to HIS","i92We",69
239,"""I understand you.--You do not suppose that I have ever felt much.--For","7Fxj5",71
240,"always say to her, 'you must make yourself easy.  The evil is now","w6Mnl",65
241,"gate, at the entrance of the green court in front of the house, drew","hpZAy",68
242,"greatest astonishment and perplexity on a change in his situation, so","RjZAX",69
243,"it is not worth while to wait two or three months for him.  Sure","w6Mnl",64
244,"","Jlacv",0
245,"","i92We",0
246,"his disposition, I am well convinced, is exactly the very one to make","RjZAX",69
247,"""Yes; and heaven knows how much longer we may have to wait.  Poor","w6Mnl",65
248,"enough to do in spreading that knowledge farther, without seeking after","3cYH2",71
249,"Fanny's occasional mention of her conduct and opinions, we have never","w6Mnl",69
250,"it, and which finally carried him from Barton.  His own enjoyment, or","w6Mnl",69
251,"","kh9bn",0
252,"smiled all the time of her visit, except when she laughed, and smiled","zxBDE",69
253,"fainter than they were, and they may soon be entirely done away.  If we","TCnok",71
254,"""In town!"" cried Mrs. Jennings.  ""What can you have to do in town at","hpZAy",68
255,"I shall have her for a neighbour you know.""","i92We",43
256,"while Mrs. Smith was in it, with whom Marianne had not the smallest","hpZAy",67
257,"","7Fxj5",0
258,"","hpZAy",0
259,"mother, and sat down for that purpose.  In a few moments Marianne did","i92We",69
260,"nothing of Edward, and for some time nothing of anybody who could by","kh9bn",68
261,"him.  He approached, and addressing himself rather to Elinor than","w6Mnl",65
262,"motive sufficient for their silence.  But there was one method so","7Fxj5",65
263,"","RjZAX",0
264,"very benignant expression.","Jlacv",26
265,"her appearance of cheerfulness as invariable, as with regrets so","3cYH2",64
266,"field and every tree brought some peculiar, some painful recollection,","RjZAX",70
267,"to travel.","w6Mnl",10
268,"which strong family affection would naturally dictate;--and among the","Jlacv",69
269,"unpremeditated dance was very allowable; but in London, where the","TCnok",65
270,"to the cause, by turning very red and saying in an angry manner to","3cYH2",66
271,"","TCnok",0
272,"","RjZAX",0
273,"disadvantage.--But her curiosity was unavailing, for no farther notice","zxBDE",70
274,"less reluctance than she had expected to feel.  With regard to herself,","7Fxj5",71
275,"Mrs. Dashwood was sorry for what she had said; but it gave Elinor","i92We",65
276,"lately married to--to the youngest--to Miss Lucy Steele.""","RjZAX",57
277,"in reason to have weight; by that person of uncommon attraction, that","7Fxj5",69
278,"depend on it.  I have no notion of men's going on in this way; and if","3cYH2",69
279,"and by what attraction Robert could be drawn on to marry a girl, of","w6Mnl",67
280,"only a commercial exchange, in which each wished to be benefited at the","w6Mnl",71
281,"but in the present case you know, the connection must be impossible.","i92We",68
282,"","i92We",0
283,"connection--you understand me--it would have been far preferable to","i92We",67
284,"""When do you write to Colonel Brandon, ma'am?"" was an inquiry which","kh9bn",67
285,"interval of Marianne's turning from one lesson to another, some words","Jlacv",69
286,"","RjZAX",0
287,"have been procured by some theft or contrivance unknown to herself.","RjZAX",67
288,"Lucy was naturally clever; her remarks were often just and amusing; and","kh9bn",71
289,"engagement; and as there could be nothing to overcome but the affection","hpZAy",71
290,"commended her in her heart for being so honest.  They then talked on","3cYH2",68
291,"be ineligible.""","zxBDE",15
292,"     unfortunate as to offend you, I entreat your","3cYH2",49
293,"""How strange!"" said Marianne to herself as she walked on.","7Fxj5",57
294,"She was sensible and clever; but eager in everything: her sorrows, her","i92We",70
295,"","7Fxj5",0
296,"","kh9bn",0
297,"patient; she certainly was not better, and, except that there was no","7Fxj5",68
298,"""We must go,"" said Sir John.--""It shall not be put off when we are so","Jlacv",69
299,"greatness.  There is no reason on earth why Mr. Edward and Lucy should","Jlacv",70
300,"Elinor had some difficulty here to refrain from observing, that she","3cYH2",67
301,"Colonel Brandon was now as happy, as all those who best loved him,","3cYH2",66
302,"There were moments in abundance, when, if not by the absence of her","RjZAX",67
303,"","hpZAy",0
304,"meet above twice a-year.  I am sure I wonder my heart is not quite","kh9bn",66
305,"the modesty and worth of the other.  Why they WERE different, Robert","RjZAX",68
306,"part in his behaviour to your sister all this time?  Do you suppose him","i92We",71
307,"""You decide on his imperfections so much in the mass,"" replied Elinor,","RjZAX",70
308,"open and unreserved.  You cannot doubt your sister's wishes.  It must","i92We",69
309,"","zxBDE",0
310,"Marianne, of marking his animated admiration of her, and of receiving,","3cYH2",70
311,"subject, she said to him, ""Do not you know my sister well enough to","Jlacv",67
312,"visit it while such a woman was its mistress.  She instantly wrote Sir","TCnok",70
313,"","7Fxj5",0
314,"sister.  Elinor only laughed.","kh9bn",29
315,"Edward.  You are in a melancholy humour, and fancy that any one unlike","7Fxj5",70
316,"to her than to Elinor, for it was spent in all the anxiety of","hpZAy",61
317,"parted with the last relics of Marianne.  Her three notes--unluckily","RjZAX",68
318,"farther of those friends, at his total silence with respect even to","w6Mnl",67
319,"wishes, SHE could not attribute such behaviour to mistake or","zxBDE",60
320,"he offered himself as the messenger who should fetch Mrs. Dashwood.","i92We",67
321,"is not in the neighbourhood of...""","hpZAy",34
322,"father was by this arrangement rendered impracticable.-- The furniture","w6Mnl",70
323,"""But, indeed, Elinor, it is Marianne's. I am almost sure it is, for I","i92We",69
324,"his fear of her not finding London agree with her.","3cYH2",50
325,"her with unkindness, to speak of her slightingly is no atonement to","RjZAX",67
326,"","Jlacv",0
327,"Mrs. Dashwood looked with pleasure at Marianne, whose fine eyes were","TCnok",68
328,"Elinor said no more.  She was debating within herself on the","zxBDE",60
329,"to visit her at Barton; and to Edward she gave one with still greater","hpZAy",69
330,"","3cYH2",0
331,"other.  If I could persuade myself that my manners were perfectly easy","zxBDE",70
332,"","RjZAX",0
333,"sat down to write her mother an account of what had passed, and entreat","TCnok",71
334,"""In defence of your protege you can even be saucy.""","i92We",51
335,"She put it into her hands as she spoke; and when Elinor saw the","zxBDE",63
336,"Dashwood, may be imagined.  Though aware, before she began it, that it","w6Mnl",70
337,"Elinor laughed.  ""TWO thousand a year! ONE is my wealth! I guessed how","3cYH2",70
338,"""Even so.  You would be surprised to hear how often I watched you, how","RjZAX",70
339,"saloon.'  Lady Elliott was delighted with the thought.  We measured the","7Fxj5",71
340,"","7Fxj5",0
341,"","7Fxj5",0
342,"for it, that, if I am alive, I shall be paying a visit at Delaford","RjZAX",66
343,"compassion that could benefit you or myself.--Your example was before","RjZAX",69
344,"","Jlacv",0
345,"myself, within a short distance of London, where I might drive myself","Jlacv",69
346,"again between two of the steepest of them.","zxBDE",42
347,"indulgence of his affection.  She knew that his mother neither behaved","hpZAy",70
348,"""Poor young man!--and what is to become of him?""","w6Mnl",48
349,"having took such a liberty as to trouble you with my affairs.  But I am","TCnok",71
350,"""You have heard, I suppose,"" said he with great solemnity, as soon as","Jlacv",69
351,"Cottage, as he really wished not only to be better acquainted with him,","zxBDE",71
352,"it might have been odd that he should leave us without acknowledging","zxBDE",68
353,"best terms imaginable with the Dashwoods; and setting aside the","kh9bn",63
354,"""I have been more pained,"" said she, ""by her endeavors to acquit him","w6Mnl",68
355,"well know that if he could, he would have left almost everything in the","w6Mnl",71
356,"""No, Marianne, in no possible way.""","RjZAX",35
357,"","zxBDE",0
358,"at Weymouth.  However, I dare say we should have seen a great deal of","Jlacv",69
359,"Relate only what in your conscience you think necessary for me to hear.""","RjZAX",72
360,"village, and the parsonage-house within a stone's throw.  To my fancy,","kh9bn",70
361,"","zxBDE",0
362,"entirely out of danger.  Mrs. Jennings, perhaps satisfied with the","TCnok",66
363,"","zxBDE",0
364,"said in a low, but eager, voice,","TCnok",32
365,"to acknowledge.  She began, however, seriously to turn her thoughts","hpZAy",67
366,"guests.  Benevolent, philanthropic man!  It was painful to him even to","zxBDE",70
367,"Palmer, whose eye was caught by every thing pretty, expensive, or new;","hpZAy",70
368,"","RjZAX",0
369,"importance.  You know what he thinks of Cowper and Scott; you are","3cYH2",65
370,"Brandon.""","hpZAy",9
371,"been once or twice at Delaford for a few days, but it has never been in","hpZAy",71
372,"","kh9bn",0
373,"agreeable--Want of sense, either natural or improved--want of","w6Mnl",61
374,"""Indeed, I can easily believe that it was a very great relief to you,","RjZAX",69
375,"given.","hpZAy",6
376,"""Where is the green-house to be?""","w6Mnl",33
377,"than my own.  He will suffer enough in them.""","i92We",45
378,"of a showery sky, and unable longer to bear the confinement which the","Jlacv",69
379,"     good friends, as our near relationship now makes","w6Mnl",53
380,"Edward's embarrassment lasted some time, and it ended in an absence of","kh9bn",70
381,"THAT.  He had not the power of accepting it.  I have thought it all","3cYH2",67
382,"anticipate enjoyment, she would foresee it there from a variety of","TCnok",66
383,"but just begun!""","i92We",16
384,"friend.  Would they only have laughed at her about the Doctor!  But so","3cYH2",70
385,"","RjZAX",0
386,"Lucy gave it up all for lost; for we came away from your brother's","i92We",66
387,"weakness, it chanced to prove a source of fresh pain to herself, though","3cYH2",71
388,"addition always.""","zxBDE",17
389,"his behaviour gave every indication of an open, affectionate heart.","RjZAX",67
390,"Before her removing from Norland, Elinor had painted a very pretty pair","3cYH2",71
391,"staying with them in the house, and they kept more company of every","7Fxj5",67
392,"","i92We",0
393,"","RjZAX",0
394,"nothing will be of so much service to her as rest, if you will give me","kh9bn",70
395,"drawing-room on Mrs. Jennings's going away, remained fixed at the table","TCnok",71
396,"Marianne said not a word.--She trembled, her eyes were fixed on the","kh9bn",67
397,"complained of it as they returned to Berkeley Street.","Jlacv",53
398,"","7Fxj5",0
399,"","hpZAy",0
400,"then lowering her voice, ""I suppose Mrs. Jennings has heard all about","RjZAX",69
401,"am now suffering under a very heavy disappointment!""","3cYH2",52
402,"a slumber, when Marianne, suddenly awakened by some accidental noise in","Jlacv",71
403,"your judgment than to doubt your inclination.""","Jlacv",46
404,"feigned a regard for her which he did not feel?  Was his engagement to","7Fxj5",70
405,"couple, and where can the supper be?' I immediately saw that there","kh9bn",66
406,"suggest the propriety of some self-command to Marianne.  But Marianne","3cYH2",69
407,"every feature.","w6Mnl",14
408,"","i92We",0
409,"perplexity, that however difficult it might be to express herself","RjZAX",65
410,"""You reside in Devonshire, I think,""--was his next observation, ""in a","7Fxj5",69
411,"her the option of continuing the engagement or not, when I was","TCnok",62
412,"resolved to avail herself, at Delaford, as far as she possibly could,","TCnok",69
413,"""They will be brought up,"" said he, in a serious accent, ""to be as","w6Mnl",66
414,"""But she must not go round by London,"" cried Marianne, in the same","zxBDE",66
415,"","7Fxj5",0
416,"Elinor's thanks followed this speech with grateful earnestness;","7Fxj5",63
417,"","7Fxj5",0
418,"thought, what I feared, may be imagined; and what I suffered too.""","3cYH2",66
419,"","Jlacv",0
420,"uncertain in his hours; fond of his child, though affecting to slight","Jlacv",69
421,"of a good heart; and in settling a family of females only in his","TCnok",64
422,"opportunity of eyeing the hair and of satisfying herself, beyond all","zxBDE",68
423,"unfair a division of his mother's love and liberality, to the prejudice","7Fxj5",71
424,"Jennings too, an exceedingly well-behaved woman, though not so elegant","kh9bn",70
425,"dance--in which I alluded to a lady I had once known, as resembling, in","TCnok",71
426,"","7Fxj5",0
427,"least satisfied herself.","zxBDE",24
428,"being alone, the acquisition of two, to the number of inhabitants in","7Fxj5",68
429,"The chance proved a lucky one, for a message from Mrs. Palmer soon","hpZAy",66
430,"have been made still more respectable than he was:--he might even have","kh9bn",70
431,"married?""","kh9bn",9
432,"the house in all this uproar.  The carriage was at the door ready to","w6Mnl",68
433,"","3cYH2",0
434,"between Marianne and Eliza already acknowledged, and now strengthened","zxBDE",69
435,"Marianne was afraid of offending, and said no more on the subject; but","RjZAX",70
436,"     my former acquaintance with your family in Devonshire","TCnok",58
437,"requisite to its complete enfranchisement from his promise to his","zxBDE",65
438,"both long to see you of all things, for they have heard at Exeter that","hpZAy",70
439,"","TCnok",0
440,"The contempt which she had, very early in their acquaintance, felt for","hpZAy",70
441,"again as often as they liked.","hpZAy",29
442,"say it must be Edward.  She looked again.  He had just dismounted;--she","w6Mnl",71
443,"trying to engage her regard, without a thought of returning it.--But","hpZAy",68
444,"","RjZAX",0
445,"complexion as he looked at her sister, the probable recurrence of many","hpZAy",70
446,"a thing to be thought of;--and with a meanness, selfishness,","zxBDE",60
447,"distress; and Margaret, understanding some part, but not the whole of","3cYH2",69
448,"loved him most sincerely, could she feel less than herself!  As for","hpZAy",67
449,"""It is a beautiful country,"" he replied; ""but these bottoms must be","zxBDE",67
450,"requires my immediate attendance in town.""","7Fxj5",42
451,"","w6Mnl",0
452,"happy relief to Elinor's spirits, oppressed as they often were by the","kh9bn",69
453,"her approbation, when they got home.  The consideration of Mrs.","w6Mnl",63
454,"something or other, and at last he said in a whisper, 'For fear any","3cYH2",67
455,"coming, and the day after I had called at Mrs. Jennings's.  He asked me","zxBDE",71
456,"intelligence from Colonel Brandon, who had been into Dorsetshire","TCnok",64
457,"in the most cruel anxiety on Elinor's, before Mr. Harris appeared.  Her","Jlacv",71
458,"""Nay,"" cried Mrs. Jennings, ""I am sure I shall be monstrous glad of","w6Mnl",67
459,"enough to call one of the maids, who, with Mrs. Dashwood's assistance,","hpZAy",70
460,"""I do not know what I told her,"" he replied, impatiently; ""less than","TCnok",68
461,"her sisters at a more advanced period of life.","zxBDE",46
462,"her at sixteen and a half, of ever seeing a man who could satisfy her","kh9bn",69
463,"","kh9bn",0
464,"","3cYH2",0
465,"She paused--and added in a low voice, ""If I could but know HIS heart,","RjZAX",69
466,"handsome as Willoughby--but at the same time, there is something much","w6Mnl",69
467,"and, as a mark of his affection for the three girls, he left them a","zxBDE",67
468,"had been placed!  It was quite out of the benevolence of her heart,","kh9bn",67
469,"between Mr. Willoughby and herself, he would not have ventured to","hpZAy",65
470,"prevented by a settled rain from going out again after dinner.  She had","zxBDE",71
471,"when she went away.  Her husband was a grave looking young man of five","hpZAy",70
472,"though the furniture of Stanhill was sold, all the china, plate, and","i92We",68
473,"""I am thankful to find that I can look with so little pain on the","kh9bn",65
474,"more particular account of Willoughby's general character, than could","zxBDE",69
475,"dining-room, and found it would hold exactly eighteen couple, and the","3cYH2",69
476,"","Jlacv",0
477,"This delay on the Colonel's side, however, did not seem to offend or","zxBDE",68
478,"","RjZAX",0
479,"nothing to my solicitation.""","7Fxj5",28
480,"and they happened to be so doatingly fond of children that Lady","Jlacv",63
